Feature ID	Type	Contig	Start	Stop	Frame	Strand	Length (bp)	Function	Subsystem	NCBI GI	locus
fig|1873.144.peg.5944	CDS	PH63_1	6557224	6557859	1	+	636	putative secreted protein	- none -	 	 
fig|1873.144.peg.5945	CDS	PH63_1	6557841	6558296	3	+	456	hypothetical protein	- none -	 	 
fig|1873.144.peg.5946	CDS	PH63_1	6559459	6558356	-1	-	1104	Oligopeptide ABC transporter, ATP-binding protein OppF (TC 3.A.1.5.1)	- none -	 	 
fig|1873.144.peg.5947	CDS	PH63_1	6560553	6559456	-3	-	1098	Oligopeptide ABC transporter, ATP-binding protein OppD (TC 3.A.1.5.1)	- none -	 	 
fig|1873.144.peg.5948	CDS	PH63_1	6561573	6560617	-3	-	957	Dipeptide ABC transporter, permease protein DppC (TC 3.A.1.5.2)	- none -	 	 
fig|1873.144.peg.5949	CDS	PH63_1	6562574	6561570	-2	-	1005	Dipeptide ABC transporter, permease protein DppB (TC 3.A.1.5.2)	- none -	 	 
fig|1873.144.peg.5950	CDS	PH63_1	6564316	6562652	-1	-	1665	Dipeptide ABC transporter, substrate-binding protein DppA (TC 3.A.1.5.2)	- none -	 	 
fig|1873.144.peg.5951	CDS	PH63_1	6565230	6564637	-3	-	594	Recombination protein RecR	DNA processing cluster; <br>DNA repair, bacterial RecFOR pathway	 	 
fig|1873.144.peg.5952	CDS	PH63_1	6565570	6565238	-1	-	333	Nucleoid-associated protein YaaK	- none -	 	 
fig|1873.144.peg.5953	CDS	PH63_1	6565706	6566779	2	+	1074	hypothetical protein	- none -	 	 
fig|1873.144.peg.5954	CDS	PH63_1	6569685	6566872	-3	-	2814	DNA polymerase III subunits gamma and tau (EC 2.7.7.7)	DNA processing cluster	 	 
fig|1873.144.peg.5955	CDS	PH63_1	6571061	6570201	-2	-	861	hypothetical protein	- none -	 	 
fig|1873.144.peg.5956	CDS	PH63_1	6572110	6571058	-1	-	1053	hypothetical protein	- none -	 	 
fig|1873.144.peg.5957	CDS	PH63_1	6572375	6573175	2	+	801	Uncharacterized UPF0721 integral membrane protein	- none -	 	 
fig|1873.144.peg.5958	CDS	PH63_1	6573478	6574092	1	+	615	hypothetical protein	- none -	 	 
fig|1873.144.peg.5959	CDS	PH63_1	6574089	6574619	3	+	531	hypothetical protein	- none -	 	 
fig|1873.144.peg.5960	CDS	PH63_1	6574901	6574620	-2	-	282	hypothetical protein	- none -	 	 
fig|1873.144.peg.5961	CDS	PH63_1	6575194	6574898	-1	-	297	hypothetical protein	- none -	 	 
fig|1873.144.peg.5962	CDS	PH63_1	6575380	6575931	1	+	552	hypothetical protein	- none -	 	 
fig|1873.144.peg.5963	CDS	PH63_1	6576300	6577007	3	+	708	Purine nucleoside phosphorylase (EC 2.4.2.1)	Adenosyl nucleosidases; <br>Deoxyribose and Deoxynucleoside Catabolism; <br>Purine conversions; <br>pyrimidine conversions	 	 
fig|1873.144.peg.5964	CDS	PH63_1	6577830	6577189	-3	-	642	tRNA-specific adenosine-34 deaminase (EC 3.5.4.33)	- none -	 	 
fig|1873.144.peg.5965	CDS	PH63_1	6578347	6577820	-1	-	528	hypothetical protein	- none -	 	 
fig|1873.144.peg.5966	CDS	PH63_1	6579204	6578470	-3	-	735	hypothetical protein	- none -	 	 
fig|1873.144.peg.5967	CDS	PH63_1	6579234	6579995	3	+	762	Membrane proteins related to metalloendopeptidases	- none -	 	 
fig|1873.144.peg.5968	CDS	PH63_1	6580167	6583091	3	+	2925	FIG01137239: hypothetical protein	- none -	 	 
fig|1873.144.peg.5969	CDS	PH63_1	6583157	6584233	2	+	1077	DNA-dependent DNA polymerase beta chain	- none -	 	 
fig|1873.144.peg.5970	CDS	PH63_1	6585492	6584389	-3	-	1104	Permease of the drug/metabolite transporter (DMT) superfamily	- none -	 	 
fig|1873.144.peg.5971	CDS	PH63_1	6585611	6586129	2	+	519	hypothetical protein	- none -	 	 
fig|1873.144.peg.5972	CDS	PH63_1	6586139	6587809	2	+	1671	Conserved protein, DUF885	- none -	 	 
fig|1873.144.peg.5973	CDS	PH63_1	6588999	6587872	-3	-	1128	FIG01123246: hypothetical protein	- none -	 	 
fig|1873.144.peg.5974	CDS	PH63_1	6589891	6589067	-1	-	825	SAM-dependent methyltransferase	- none -	 	 
fig|1873.144.peg.5975	CDS	PH63_1	6594249	6589888	-3	-	4362	Arabinofuranosyltransferase AftD	- none -	 	 
fig|1873.144.peg.5976	CDS	PH63_1	6595916	6594246	-2	-	1671	hypothetical protein	- none -	 	 
fig|1873.144.peg.5977	CDS	PH63_1	6595975	6596157	1	+	183	hypothetical protein	- none -	 	 
fig|1873.144.peg.5978	CDS	PH63_1	6596165	6597322	2	+	1158	Glycosyltransferase	- none -	 	 
fig|1873.144.peg.5979	CDS	PH63_1	6597537	6597373	-3	-	165	hypothetical protein	- none -	 	 
fig|1873.144.peg.5980	CDS	PH63_1	6599252	6597534	-2	-	1719	Membrane protein	- none -	 	 
fig|1873.144.peg.5981	CDS	PH63_1	6599386	6601296	1	+	1911	Putative transmembrane protein	- none -	 	 
fig|1873.144.peg.5982	CDS	PH63_1	6602072	6601317	-2	-	756	hypothetical protein	- none -	 	 
fig|1873.144.peg.5983	CDS	PH63_1	6602233	6603483	1	+	1251	Capsular polysaccharide biosynthesis protein	- none -	 	 
fig|1873.144.peg.5984	CDS	PH63_1	6604451	6603531	-2	-	921	NADH pyrophosphatase (EC 3.6.1.22), decaps 5&#39;-NAD modified RNA	- none -	 	 
fig|1873.144.peg.5985	CDS	PH63_1	6604461	6604580	3	+	120	hypothetical protein	- none -	 	 
fig|1873.144.peg.5986	CDS	PH63_1	6604638	6606446	3	+	1809	uncharacterized protein with VanW-like domain	- none -	 	 
fig|1873.144.peg.5987	CDS	PH63_1	6607304	6606567	-2	-	738	hypothetical protein	- none -	 	 
fig|1873.144.peg.5988	CDS	PH63_1	6613955	6613692	-2	-	264	Putative integral membrane protein (partial match)	- none -	 	 
fig|1873.144.peg.5989	CDS	PH63_1	6614804	6614337	-2	-	468	hypothetical protein	- none -	 	 
fig|1873.144.peg.5990	CDS	PH63_1	6615089	6615538	2	+	450	hypothetical protein	- none -	 	 
fig|1873.144.peg.5991	CDS	PH63_1	6615580	6615756	1	+	177	conserved hypothetical protein	- none -	 	 
fig|1873.144.peg.5992	CDS	PH63_1	6615843	6616901	3	+	1059	Tryptophanyl-tRNA synthetase (EC 6.1.1.2)	tRNA aminoacylation, Trp	 	 
fig|1873.144.peg.5993	CDS	PH63_1	6616991	6617506	2	+	516	hypothetical protein	- none -	 	 
fig|1873.144.peg.5994	CDS	PH63_1	6617603	6618130	2	+	528	hypothetical protein	- none -	 	 
fig|1873.144.peg.5995	CDS	PH63_1	6618406	6618741	1	+	336	hypothetical protein	- none -	 	 
fig|1873.144.peg.5996	CDS	PH63_1	6618756	6619205	3	+	450	hypothetical protein	- none -	 	 
fig|1873.144.peg.5997	CDS	PH63_1	6619277	6620179	2	+	903	Integral membrane protein	- none -	 	 
fig|1873.144.peg.5998	CDS	PH63_1	6620416	6622767	1	+	2352	Transcriptional regulator	- none -	 	 
fig|1873.144.peg.5999	CDS	PH63_1	6622764	6623561	3	+	798	weak similarity to aminoglycoside N(3)-acetyltransferase	- none -	 	 
fig|1873.144.peg.6000	CDS	PH63_1	6623639	6624316	2	+	678	hypothetical protein	- none -	 	 
fig|1873.144.peg.6001	CDS	PH63_1	6624303	6625514	3	+	1212	hypothetical protein	- none -	 	 
fig|1873.144.peg.6002	CDS	PH63_1	6625511	6629422	2	+	3912	ATP/GTP-binding protein	- none -	 	 
fig|1873.144.peg.6003	CDS	PH63_1	6630309	6629416	-3	-	894	Hydrolase, alpha/beta fold family	- none -	 	 
fig|1873.144.peg.6004	CDS	PH63_1	6630676	6630557	-1	-	120	hypothetical protein	- none -	 	 
fig|1873.144.peg.6005	CDS	PH63_1	6631427	6630660	-2	-	768	Similar to ribosomal large subunit pseudouridine synthase D, type RluD5	- none -	 	 
fig|1873.144.peg.6006	CDS	PH63_1	6631647	6631775	3	+	129	hypothetical protein	- none -	 	 
fig|1873.144.peg.6007	CDS	PH63_1	6631866	6632636	3	+	771	hypothetical protein	- none -	 	 
fig|1873.144.peg.6008	CDS	PH63_1	6633105	6632608	-3	-	498	hypothetical protein	- none -	 	 
fig|1873.144.peg.6009	CDS	PH63_1	6633304	6635172	1	+	1869	Efflux ABC transporter, permease/ATP-binding protein	- none -	 	 
fig|1873.144.peg.6010	CDS	PH63_1	6635371	6635255	-1	-	117	hypothetical protein	- none -	 	 
fig|1873.144.peg.6011	CDS	PH63_1	6635452	6636117	1	+	666	Putative transmembrane protein	- none -	 	 
fig|1873.144.peg.6012	CDS	PH63_1	6637416	6636184	-3	-	1233	Zinc metalloprotease	- none -	 	 
fig|1873.144.peg.6013	CDS	PH63_1	6637637	6637990	2	+	354	hypothetical protein	- none -	 	 
fig|1873.144.peg.6014	CDS	PH63_1	6639471	6638182	-3	-	1290	Diguanylate cyclase/phosphodiesterase domain 2	- none -	 	 
fig|1873.144.peg.6015	CDS	PH63_1	6640099	6639878	-1	-	222	hypothetical protein	- none -	 	 
fig|1873.144.peg.6016	CDS	PH63_1	6640583	6641833	2	+	1251	hypothetical protein	- none -	 	 
fig|1873.144.peg.6017	CDS	PH63_1	6642508	6642317	-1	-	192	hypothetical protein	- none -	 	 
fig|1873.144.peg.6018	CDS	PH63_1	6642903	6644777	3	+	1875	hypothetical protein	- none -	 	 
fig|1873.144.peg.6019	CDS	PH63_1	6645028	6644813	-1	-	216	hypothetical protein	- none -	 	 
fig|1873.144.peg.6020	CDS	PH63_1	6645081	6645650	3	+	570	hypothetical protein	- none -	 	 
fig|1873.144.peg.6021	CDS	PH63_1	6645671	6645835	2	+	165	hypothetical protein	- none -	 	 
fig|1873.144.peg.6022	CDS	PH63_1	6647012	6646086	-2	-	927	Mobile element protein	- none -	 	 
fig|1873.144.peg.6023	CDS	PH63_1	6647320	6647009	-1	-	312	Mobile element protein	- none -	 	 
fig|1873.144.peg.6024	CDS	PH63_1	6647517	6647344	-3	-	174	hypothetical protein	- none -	 	 
fig|1873.144.peg.6025	CDS	PH63_1	6647719	6647865	1	+	147	hypothetical protein	- none -	 	 
fig|1873.144.peg.6026	CDS	PH63_1	6650504	6647862	-2	-	2643	Nuclease sbcCD subunit C	- none -	 	 
fig|1873.144.peg.6027	CDS	PH63_1	6651220	6652098	1	+	879	hypothetical protein	- none -	 	 
fig|1873.144.peg.6028	CDS	PH63_1	6652098	6655424	3	+	3327	hypothetical protein	- none -	 	 
fig|1873.144.peg.6029	CDS	PH63_1	6656308	6656895	1	+	588	hypothetical protein	- none -	 	 
fig|1873.144.peg.6030	CDS	PH63_1	6657119	6657607	2	+	489	hypothetical protein	- none -	 	 
fig|1873.144.peg.6031	CDS	PH63_1	6657582	6658724	3	+	1143	hypothetical protein	- none -	 	 
fig|1873.144.peg.6032	CDS	PH63_1	6658760	6660148	2	+	1389	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase and related deacylases	- none -	 	 
fig|1873.144.peg.6033	CDS	PH63_1	6660586	6661329	1	+	744	RNA polymerase sigma factor SigB	Sigma-B stress response cluster 1; <br>SigmaB stress responce regulation; <br>Transcription initiation, bacterial sigma factors	 	 
fig|1873.144.peg.6034	CDS	PH63_1	6661419	6661934	3	+	516	hypothetical protein	- none -	 	 
fig|1873.144.peg.6035	CDS	PH63_1	6662211	6663236	3	+	1026	Oxidoreductase, short-chain dehydrogenase/reductase family	- none -	 	 
fig|1873.144.peg.6036	CDS	PH63_1	6663928	6663338	-1	-	591	hypothetical protein	- none -	 	 
fig|1873.144.peg.6037	CDS	PH63_1	6664147	6665571	1	+	1425	Glutamine synthetase type I (EC 6.3.1.2)	Ammonia assimilation; <br>Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis; <br>Glutamine synthetases	 	 
fig|1873.144.peg.6038	CDS	PH63_1	6665754	6667538	3	+	1785	Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4)	Cyanophycin Metabolism; <br>Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis	 	 
fig|1873.144.peg.6039	CDS	PH63_1	6668825	6667689	-2	-	1137	hypothetical protein	- none -	 	 
fig|1873.144.peg.6040	CDS	PH63_1	6670279	6668909	-1	-	1371	Aminotransferase, class V	- none -	 	 
fig|1873.144.peg.6041	CDS	PH63_1	6670389	6670267	-3	-	123	hypothetical protein	- none -	 	 
fig|1873.144.peg.6042	CDS	PH63_1	6671028	6670516	-3	-	513	GAF domain-containing protein	- none -	 	 
fig|1873.144.peg.6043	CDS	PH63_1	6672493	6671744	-1	-	750	hypothetical protein	- none -	 	 
fig|1873.144.peg.6044	CDS	PH63_1	6672724	6673068	1	+	345	Transcriptional regulator, ArsR family	CBSS-1085.1.peg.1363	 	 
fig|1873.144.peg.6045	CDS	PH63_1	6673233	6673682	3	+	450	FIG00816687: hypothetical protein	- none -	 	 
fig|1873.144.peg.6046	CDS	PH63_1	6673712	6673918	2	+	207	transposase	- none -	 	 
fig|1873.144.peg.6047	CDS	PH63_1	6674482	6674120	-1	-	363	ANTAR domain protein with unknown sensor	- none -	 	 
fig|1873.144.peg.6048	CDS	PH63_1	6675189	6675551	3	+	363	Ribosome LSU-associated GTP-binding protein HflX	- none -	 	 
fig|1873.144.peg.6049	CDS	PH63_1	6675548	6676195	2	+	648	Ribosome LSU-associated GTP-binding protein HflX	- none -	 	 
fig|1873.144.peg.6050	CDS	PH63_1	6676198	6676653	1	+	456	hypothetical protein	- none -	 	 
fig|1873.144.peg.6051	CDS	PH63_1	6676978	6676661	-1	-	318	hypothetical protein	- none -	 	 
fig|1873.144.peg.6052	CDS	PH63_1	6677209	6677027	-1	-	183	hypothetical protein	- none -	 	 
fig|1873.144.peg.6053	CDS	PH63_1	6677382	6677269	-3	-	114	Thioredoxin reductase (EC 1.8.1.9)	Thioredoxin-disulfide reductase; <br>pyrimidine conversions	 	 
fig|1873.144.peg.6054	CDS	PH63_1	6677793	6678587	3	+	795	hypothetical protein	- none -	 	 
fig|1873.144.peg.6055	CDS	PH63_1	6678688	6678969	1	+	282	hypothetical protein	- none -	 	 
fig|1873.144.peg.6056	CDS	PH63_1	6678975	6679181	3	+	207	hypothetical protein	- none -	 	 
fig|1873.144.peg.6057	CDS	PH63_1	6679445	6680407	2	+	963	hypothetical protein	- none -	 	 
fig|1873.144.peg.6058	CDS	PH63_1	6681197	6680811	-2	-	387	hypothetical protein	- none -	 	 
fig|1873.144.peg.6059	CDS	PH63_1	6681586	6681194	-1	-	393	hypothetical protein	- none -	 	 
fig|1873.144.peg.6060	CDS	PH63_1	6681756	6681637	-3	-	120	hypothetical protein	- none -	 	 
fig|1873.144.peg.6061	CDS	PH63_1	6681939	6682376	3	+	438	Two-component transcriptional response regulator, LuxR family	- none -	 	 
fig|1873.144.peg.6062	CDS	PH63_1	6682846	6682493	-1	-	354	hypothetical protein	- none -	 	 
fig|1873.144.peg.6063	CDS	PH63_1	6683168	6684400	2	+	1233	Serine phosphatase RsbU, regulator of sigma subunit	Sigma-B stress response cluster 1; <br>SigmaB stress responce regulation	 	 
fig|1873.144.peg.6064	CDS	PH63_1	6684766	6684401	-1	-	366	anti-sigma F factor antagonist (spoIIAA-2); anti sigma b factor antagonist RsbV	- none -	 	 
fig|1873.144.peg.6065	CDS	PH63_1	6684802	6684924	1	+	123	hypothetical protein	- none -	 	 
fig|1873.144.peg.6066	CDS	PH63_1	6684965	6685384	2	+	420	hypothetical protein	- none -	 	 
fig|1873.144.peg.6067	CDS	PH63_1	6685868	6685545	-2	-	324	Transcriptional regulator, MerR family	Cobalt-zinc-cadmium resistance	 	 
fig|1873.144.peg.6068	CDS	PH63_1	6686404	6686270	-1	-	135	hypothetical protein	- none -	 	 
fig|1873.144.peg.6069	CDS	PH63_1	6686560	6686432	-1	-	129	hypothetical protein	- none -	 	 
fig|1873.144.peg.6070	CDS	PH63_1	6686789	6687049	2	+	261	Uncharacterized MFS-type transporter	- none -	 	 
fig|1873.144.peg.6071	CDS	PH63_1	6687430	6687209	-1	-	222	hypothetical protein	- none -	 	 
fig|1873.144.peg.6072	CDS	PH63_1	6687674	6689035	2	+	1362	FIG00817132: hypothetical protein	- none -	 	 
fig|1873.144.peg.6073	CDS	PH63_1	6689572	6689252	-1	-	321	hypothetical protein	- none -	 	 
fig|1873.144.peg.6074	CDS	PH63_1	6689756	6689562	-2	-	195	hypothetical protein	- none -	 	 
fig|1873.144.peg.6075	CDS	PH63_1	6689888	6690064	2	+	177	hypothetical protein	- none -	 	 
fig|1873.144.peg.6076	CDS	PH63_1	6690531	6692405	3	+	1875	Chaperone protein HscC	- none -	 	 
fig|1873.144.peg.6077	CDS	PH63_1	6692427	6694538	3	+	2112	hypothetical protein	- none -	 	 
fig|1873.144.peg.6078	CDS	PH63_1	6695326	6695451	1	+	126	hypothetical protein	- none -	 	 
fig|1873.144.peg.6079	CDS	PH63_1	6695802	6698867	3	+	3066	hypothetical protein	- none -	 	 
fig|1873.144.peg.6080	CDS	PH63_1	6698864	6700075	2	+	1212	hypothetical protein	- none -	 	 
fig|1873.144.peg.6081	CDS	PH63_1	6700925	6700464	-2	-	462	hypothetical protein	- none -	 	 
fig|1873.144.peg.6082	CDS	PH63_1	6701332	6700922	-1	-	411	hypothetical protein	- none -	 	 
fig|1873.144.peg.6083	CDS	PH63_1	6701799	6701503	-3	-	297	hypothetical protein	- none -	 	 
fig|1873.144.peg.6084	CDS	PH63_1	6702896	6702033	-2	-	864	hypothetical protein	- none -	 	 
fig|1873.144.peg.6085	CDS	PH63_1	6703420	6702893	-1	-	528	hypothetical protein	- none -	 	 
fig|1873.144.peg.6086	CDS	PH63_1	6703924	6703493	-1	-	432	hypothetical protein	- none -	 	 
fig|1873.144.peg.6087	CDS	PH63_1	6704995	6704033	-1	-	963	hypothetical protein	- none -	 	 
fig|1873.144.peg.6088	CDS	PH63_1	6707057	6705459	-2	-	1599	VWA containing CoxE family protein	- none -	 	 
fig|1873.144.peg.6089	CDS	PH63_1	6708202	6707084	-1	-	1119	ATPase	- none -	 	 
fig|1873.144.peg.6090	CDS	PH63_1	6709729	6708365	-1	-	1365	hypothetical protein	- none -	 	 
fig|1873.144.peg.6091	CDS	PH63_1	6710919	6709849	-3	-	1071	putative secreted protein	- none -	 	 
fig|1873.144.peg.6092	CDS	PH63_1	6711413	6710916	-2	-	498	hypothetical protein	- none -	 	 
fig|1873.144.peg.6093	CDS	PH63_1	6711727	6711464	-1	-	264	hypothetical protein	- none -	 	 
fig|1873.144.peg.6094	CDS	PH63_1	6712305	6711724	-3	-	582	hypothetical protein	- none -	 	 
fig|1873.144.peg.6095	CDS	PH63_1	6713024	6712389	-2	-	636	diguanylate cyclase/phosphodiesterase (GGDEF & EAL domains) with PAS/PAC sensor(s)	Bacterial hemoglobins	 	 
fig|1873.144.peg.6096	CDS	PH63_1	6713939	6713127	-2	-	813	hypothetical protein	- none -	 	 
fig|1873.144.peg.6097	CDS	PH63_1	6714978	6714067	-3	-	912	hypothetical protein	- none -	 	 
fig|1873.144.peg.6098	CDS	PH63_1	6716092	6715274	-1	-	819	hypothetical protein	- none -	 	 
fig|1873.144.peg.6099	CDS	PH63_1	6716170	6716289	1	+	120	hypothetical protein	- none -	 	 
fig|1873.144.peg.6100	CDS	PH63_1	6717586	6716660	-1	-	927	hypothetical protein	- none -	 	 
fig|1873.144.peg.6101	CDS	PH63_1	6717877	6717650	-1	-	228	hypothetical protein	- none -	 	 
fig|1873.144.peg.6102	CDS	PH63_1	6718310	6719095	2	+	786	hypothetical protein	- none -	 	 
fig|1873.144.peg.6103	CDS	PH63_1	6721809	6719266	-3	-	2544	hypothetical protein	- none -	 	 
fig|1873.144.peg.6104	CDS	PH63_1	6723593	6721806	-2	-	1788	hypothetical protein	- none -	 	 
fig|1873.144.peg.6105	CDS	PH63_1	6724561	6723590	-1	-	972	hypothetical protein	- none -	 	 
fig|1873.144.peg.6106	CDS	PH63_1	6725478	6724558	-3	-	921	hypothetical protein	- none -	 	 
fig|1873.144.peg.6107	CDS	PH63_1	6725864	6725478	-2	-	387	hypothetical protein	- none -	 	 
fig|1873.144.peg.6108	CDS	PH63_1	6727256	6726390	-2	-	867	hypothetical protein	- none -	 	 
fig|1873.144.peg.6109	CDS	PH63_1	6728029	6727838	-1	-	192	hypothetical protein	- none -	 	 
fig|1873.144.peg.6110	CDS	PH63_1	6728052	6728240	3	+	189	hypothetical protein	- none -	 	 
fig|1873.144.peg.6111	CDS	PH63_1	6728477	6729382	2	+	906	hypothetical protein	- none -	 	 
fig|1873.144.peg.6112	CDS	PH63_1	6729375	6730346	3	+	972	DNA methylase N-4/N-6 domain-containing protein	- none -	 	 
fig|1873.144.peg.6113	CDS	PH63_1	6730343	6731209	2	+	867	hypothetical protein	- none -	 	 
fig|1873.144.peg.6114	CDS	PH63_1	6731206	6731757	1	+	552	DNA-cytosine methyltransferase (EC 2.1.1.37)	DNA repair, bacterial	 	 
fig|1873.144.peg.6115	CDS	PH63_1	6731735	6732607	2	+	873	DNA-cytosine methyltransferase (EC 2.1.1.37)	DNA repair, bacterial	 	 
fig|1873.144.peg.6116	CDS	PH63_1	6732990	6733343	3	+	354	hypothetical protein	- none -	 	 
fig|1873.144.peg.6117	CDS	PH63_1	6733340	6734815	2	+	1476	hypothetical protein	- none -	 	 
fig|1873.144.peg.6118	CDS	PH63_1	6735239	6735141	-2	-	99	hypothetical protein	- none -	 	 
fig|1873.144.peg.6119	CDS	PH63_1	6735696	6735460	-3	-	237	hypothetical protein	- none -	 	 
fig|1873.144.peg.6120	CDS	PH63_1	6735887	6736132	2	+	246	hypothetical protein	- none -	 	 
fig|1873.144.peg.6121	CDS	PH63_1	6736243	6736374	1	+	132	hypothetical protein	- none -	 	 
fig|1873.144.peg.6122	CDS	PH63_1	6736540	6736406	-1	-	135	Mobile element protein	- none -	 	 
fig|1873.144.peg.6123	CDS	PH63_1	6737242	6736859	-1	-	384	Transcriptional regulator, MerR family	Cobalt-zinc-cadmium resistance	 	 
fig|1873.144.peg.6124	CDS	PH63_1	6738777	6737278	-3	-	1500	Sulfate permease	- none -	 	 
fig|1873.144.peg.6125	CDS	PH63_1	6739610	6739065	-2	-	546	Transcriptional regulator, AcrR family	- none -	 	 
fig|1873.144.peg.6126	CDS	PH63_1	6739862	6741250	2	+	1389	Uncharacterized MFS-type transporter	- none -	 	 
fig|1873.144.peg.6127	CDS	PH63_1	6743230	6741506	-1	-	1725	putative secreted protein	- none -	 	 
fig|1873.144.peg.6128	CDS	PH63_1	6743536	6744156	1	+	621	Arsenical resistance operon repressor	Arsenic resistance	 	 
fig|1873.144.peg.6129	CDS	PH63_1	6744158	6745270	2	+	1113	Arsenical-resistance protein ACR3	Arsenic resistance	 	 
fig|1873.144.peg.6130	CDS	PH63_1	6745270	6745917	1	+	648	Arsenate reductase (EC 1.20.4.4) thioredoxin-coupled, LMWP family	- none -	 	 
fig|1873.144.peg.6131	CDS	PH63_1	6745930	6746337	1	+	408	Arsenate reductase (EC 1.20.4.4) thioredoxin-coupled, LMWP family	- none -	 	 
fig|1873.144.peg.6132	CDS	PH63_1	6747110	6746412	-2	-	699	DNA invertase-resolvase	- none -	 	 
fig|1873.144.peg.6133	CDS	PH63_1	6747246	6747368	3	+	123	Transposase	- none -	 	 
fig|1873.144.peg.6134	CDS	PH63_1	6749044	6747539	-1	-	1506	Uncharacterized MFS-type transporter	- none -	 	 
fig|1873.144.peg.6135	CDS	PH63_1	6749587	6749252	-1	-	336	phage integrase family protein	- none -	 	 
fig|1873.144.peg.6136	CDS	PH63_1	6749959	6749714	-1	-	246	Transposase	- none -	 	 
fig|1873.144.peg.6137	CDS	PH63_1	6751403	6750012	-2	-	1392	Mobile element protein	- none -	 	 
fig|1873.144.peg.6138	CDS	PH63_1	6751682	6751888	2	+	207	hypothetical protein	- none -	 	 
fig|1873.144.peg.6139	CDS	PH63_1	6752248	6752042	-1	-	207	Mobile element protein	- none -	 	 
fig|1873.144.peg.6140	CDS	PH63_1	6752780	6752385	-2	-	396	Mobile element protein	- none -	 	 
fig|1873.144.peg.6141	CDS	PH63_1	6752978	6754171	2	+	1194	Serine phosphatase RsbU, regulator of sigma subunit	Sigma-B stress response cluster 1; <br>SigmaB stress responce regulation	 	 
fig|1873.144.peg.6142	CDS	PH63_1	6754581	6754240	-3	-	342	FIG00814478: hypothetical protein	- none -	 	 
fig|1873.144.peg.6143	CDS	PH63_1	6755048	6754584	-2	-	465	Putative regulator of sigma factor	- none -	 	 
fig|1873.144.peg.6144	CDS	PH63_1	6755481	6755305	-3	-	177	Transcriptional regulator, MerR family	Cobalt-zinc-cadmium resistance	 	 
fig|1873.144.peg.6145	CDS	PH63_1	6755600	6755478	-2	-	123	hypothetical protein	- none -	 	 
fig|1873.144.peg.6146	CDS	PH63_1	6756311	6755871	-2	-	441	hypothetical protein	- none -	 	 
fig|1873.144.peg.6147	CDS	PH63_1	6756594	6756370	-3	-	225	hypothetical protein	- none -	 	 
fig|1873.144.peg.6148	CDS	PH63_1	6757875	6756892	-3	-	984	Mobile element protein	- none -	 	 
fig|1873.144.peg.6149	CDS	PH63_1	6758013	6757882	-3	-	132	hypothetical protein	- none -	 	 
fig|1873.144.peg.6150	CDS	PH63_1	6758165	6758001	-2	-	165	hypothetical protein	- none -	 	 
fig|1873.144.peg.6151	CDS	PH63_1	6758428	6758291	-1	-	138	hypothetical protein	- none -	 	 
fig|1873.144.peg.6152	CDS	PH63_1	6758674	6759531	1	+	858	hypothetical protein	- none -	 	 
fig|1873.144.peg.6153	CDS	PH63_1	6759896	6759618	-2	-	279	hypothetical protein	- none -	 	 
fig|1873.144.peg.6154	CDS	PH63_1	6760694	6761530	2	+	837	hypothetical protein	- none -	 	 
fig|1873.144.peg.6155	CDS	PH63_1	6761521	6761667	1	+	147	hypothetical protein	- none -	 	 
fig|1873.144.peg.6156	CDS	PH63_1	6761664	6762968	3	+	1305	Coenzyme A ligase	- none -	 	 
fig|1873.144.peg.6157	CDS	PH63_1	6762965	6764167	2	+	1203	Cysteine desulfurase (EC 2.8.1.7) => SufS	- none -	 	 
fig|1873.144.peg.6158	CDS	PH63_1	6764164	6765870	1	+	1707	Polyketide synthase modules and related proteins	- none -	 	 
fig|1873.144.peg.6159	CDS	PH63_1	6765905	6766969	2	+	1065	hypothetical protein	- none -	 	 
fig|1873.144.peg.6160	CDS	PH63_1	6766966	6770085	1	+	3120	hypothetical protein	- none -	 	 
fig|1873.144.peg.6161	CDS	PH63_1	6770082	6771779	3	+	1698	hypothetical protein	- none -	 	 
fig|1873.144.peg.6162	CDS	PH63_1	6771783	6774932	3	+	3150	hypothetical protein	- none -	 	 
fig|1873.144.peg.6163	CDS	PH63_1	6774949	6775179	1	+	231	hypothetical protein	- none -	 	 
fig|1873.144.peg.6164	CDS	PH63_1	6775209	6776402	3	+	1194	hypothetical protein	- none -	 	 
fig|1873.144.peg.6165	CDS	PH63_1	6776443	6777609	1	+	1167	hypothetical protein	- none -	 	 
fig|1873.144.peg.6166	CDS	PH63_1	6777606	6778370	3	+	765	hypothetical protein	- none -	 	 
fig|1873.144.peg.6167	CDS	PH63_1	6778367	6779158	2	+	792	hypothetical protein	- none -	 	 
fig|1873.144.peg.6168	CDS	PH63_1	6779155	6780294	1	+	1140	hypothetical protein	- none -	 	 
fig|1873.144.peg.6169	CDS	PH63_1	6782176	6780332	-1	-	1845	hypothetical protein	- none -	 	 
fig|1873.144.peg.6170	CDS	PH63_1	6782484	6783668	3	+	1185	Putative cytochrome P450 hydroxylase	- none -	 	 
fig|1873.144.peg.6171	CDS	PH63_1	6783721	6783999	1	+	279	hypothetical protein	- none -	 	 
