Feature ID	Type	Contig	Start	Stop	Frame	Strand	Length (bp)	Function	Subsystem	NCBI GI	locus
fig|1873.143.peg.5200	CDS	O3_1	5299953	5295790	-3	-	4164	PAS/PAC sensor hybrid histidine kinase	- none -	 	 
fig|1873.143.peg.5201	CDS	O3_1	5300941	5300171	-1	-	771	FIG00816917: hypothetical protein	- none -	 	 
fig|1873.143.peg.5202	CDS	O3_1	5301419	5300958	-2	-	462	hypothetical protein	- none -	 	 
fig|1873.143.peg.5203	CDS	O3_1	5302345	5301416	-1	-	930	hypothetical protein	- none -	 	 
fig|1873.143.peg.5204	CDS	O3_1	5302857	5302342	-3	-	516	FIG00815337: hypothetical protein	- none -	 	 
fig|1873.143.peg.5205	CDS	O3_1	5305552	5302838	-1	-	2715	hypothetical protein	- none -	 	 
fig|1873.143.peg.5206	CDS	O3_1	5306040	5305549	-3	-	492	Phage baseplate assembly protein W-like	- none -	 	 
fig|1873.143.peg.5207	CDS	O3_1	5306375	5306037	-2	-	339	hypothetical protein	- none -	 	 
fig|1873.143.peg.5208	CDS	O3_1	5307970	5306375	-1	-	1596	hypothetical protein	- none -	 	 
fig|1873.143.peg.5209	CDS	O3_1	5308821	5307967	-3	-	855	FIG00815973: hypothetical protein	- none -	 	 
fig|1873.143.peg.5210	CDS	O3_1	5308937	5308821	-2	-	117	hypothetical protein	- none -	 	 
fig|1873.143.peg.5211	CDS	O3_1	5309033	5309215	2	+	183	hypothetical protein	- none -	 	 
fig|1873.143.peg.5212	CDS	O3_1	5310233	5309751	-2	-	483	hypothetical protein	- none -	 	 
fig|1873.143.peg.5213	CDS	O3_1	5311500	5310235	-3	-	1266	Phage tail sheath protein FI	- none -	 	 
fig|1873.143.peg.5214	CDS	O3_1	5312222	5311524	-2	-	699	hypothetical protein	- none -	 	 
fig|1873.143.peg.5215	CDS	O3_1	5312827	5312219	-1	-	609	hypothetical protein	- none -	 	 
fig|1873.143.peg.5216	CDS	O3_1	5313312	5312839	-3	-	474	hypothetical protein	- none -	 	 
fig|1873.143.peg.5217	CDS	O3_1	5314093	5313320	-1	-	774	hypothetical protein	- none -	 	 
fig|1873.143.peg.5218	CDS	O3_1	5314330	5315352	1	+	1023	Adenosine deaminase (EC 3.5.4.4)	Purine conversions	 	 
fig|1873.143.peg.5219	CDS	O3_1	5316033	5315440	-3	-	594	hypothetical protein	- none -	 	 
fig|1873.143.peg.5220	CDS	O3_1	5316208	5317332	1	+	1125	hypothetical protein	- none -	 	 
fig|1873.143.peg.5221	CDS	O3_1	5318040	5317339	-3	-	702	hypothetical protein	- none -	 	 
fig|1873.143.peg.5222	CDS	O3_1	5319144	5318152	-3	-	993	Transcriptional regulator, LacI family	- none -	 	 
fig|1873.143.peg.5223	CDS	O3_1	5319352	5320533	1	+	1182	Uncharacterized MFS-type transporter	- none -	 	 
fig|1873.143.peg.5224	CDS	O3_1	5320685	5321632	2	+	948	Aldo/keto reductase	- none -	 	 
fig|1873.143.peg.5225	CDS	O3_1	5322322	5321657	-1	-	666	hypothetical protein	- none -	 	 
fig|1873.143.peg.5226	CDS	O3_1	5323260	5322433	-3	-	828	hypothetical protein	- none -	 	 
fig|1873.143.peg.5227	CDS	O3_1	5323525	5323860	1	+	336	Putative oxidoreductase	- none -	 	 
fig|1873.143.peg.5228	CDS	O3_1	5324111	5323941	-2	-	171	hypothetical protein	- none -	 	 
fig|1873.143.peg.5229	CDS	O3_1	5324611	5324883	1	+	273	hypothetical protein	- none -	 	 
fig|1873.143.peg.5230	CDS	O3_1	5325027	5328695	3	+	3669	Aerobic cobaltochelatase CobN subunit (EC 6.6.1.2)	- none -	 	 
fig|1873.143.peg.5231	CDS	O3_1	5330304	5330915	3	+	612	Cob(I)alamin adenosyltransferase (EC 2.5.1.17) @ Cob(I)alamin adenosyltransferase (EC 2.5.1.17), clustered with cobalamin synthesis	Cobalamin synthesis	 	 
fig|1873.143.peg.5232	CDS	O3_1	5330909	5332273	2	+	1365	Cobyrinic acid a,c-diamide synthetase (EC 6.3.5.11)	- none -	 	 
fig|1873.143.peg.5233	CDS	O3_1	5332270	5333085	1	+	816	Cobalt-precorrin-2 C(20)-methyltransferase (EC 2.1.1.151)	- none -	 	 
fig|1873.143.peg.5234	CDS	O3_1	5333082	5333960	3	+	879	Cobalt-precorrin-4 C(11)-methyltransferase (EC 2.1.1.271)	- none -	 	 
fig|1873.143.peg.5235	CDS	O3_1	5333957	5335108	2	+	1152	Cobalt-precorrin-5B (C1)-methyltransferase (EC 2.1.1.195)	- none -	 	 
fig|1873.143.peg.5236	CDS	O3_1	5335105	5336310	1	+	1206	Cobalt-precorrin-7 (C5)-methyltransferase (EC 2.1.1.289) / Cobalt-precorrin-6B C15-methyltransferase [decarboxylating] (EC 2.1.1.196)	- none -	 	 
fig|1873.143.peg.5237	CDS	O3_1	5336307	5338037	3	+	1731	Cobalt-precorrin 5A hydrolase (EC 3.7.1.12) / Cobalt-precorrin-3 C(17)-methyltransferase (EC 2.1.1.272)	- none -	 	 
fig|1873.143.peg.5238	CDS	O3_1	5338034	5338222	2	+	189	Ferredoxin	Soluble cytochromes and functionally related electron carriers	 	 
fig|1873.143.peg.5239	CDS	O3_1	5338219	5339349	1	+	1131	HoxN/HupN/NixA family nickel/cobalt transporter	Transport of Nickel and Cobalt	 	 
fig|1873.143.peg.5240	CDS	O3_1	5339346	5339942	3	+	597	Cobalt-precorrin-8 methylmutase (EC 5.4.99.60)	- none -	 	 
fig|1873.143.peg.5241	CDS	O3_1	5339939	5341576	2	+	1638	Sirohydrochlorin cobaltochelatase CbiX(long) (EC 4.99.1.3) / Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)	- none -	 	 
fig|1873.143.peg.5242	CDS	O3_1	5342542	5341598	-1	-	945	hypothetical protein	- none -	 	 
fig|1873.143.peg.5243	CDS	O3_1	5343064	5342702	-1	-	363	Fluoride ion transporter CrcB	- none -	 	 
fig|1873.143.peg.5244	CDS	O3_1	5343534	5343061	-3	-	474	Fluoride ion transporter CrcB	- none -	 	 
fig|1873.143.peg.5245	CDS	O3_1	5344816	5343596	-1	-	1221	Uncharacterized MFS-type transporter	- none -	 	 
fig|1873.143.peg.5246	CDS	O3_1	5344953	5345402	3	+	450	Transcriptional regulator, MarR family	- none -	 	 
fig|1873.143.peg.5247	CDS	O3_1	5345509	5345928	1	+	420	hypothetical protein	- none -	 	 
fig|1873.143.peg.5248	CDS	O3_1	5345995	5347302	1	+	1308	Phenylacetate-coenzyme A ligase (EC 6.2.1.30)	- none -	 	 
fig|1873.143.peg.5249	CDS	O3_1	5347304	5347717	2	+	414	Acyl-coenzyme A thioesterase PaaD (Pse.pu.) (E. coli PaaI)	- none -	 	 
fig|1873.143.peg.5250	CDS	O3_1	5347782	5348360	3	+	579	Dienelactone hydrolase and related enzymes	- none -	 	 
fig|1873.143.peg.5251	CDS	O3_1	5348559	5349155	3	+	597	hypothetical protein	- none -	 	 
fig|1873.143.peg.5252	CDS	O3_1	5351617	5349293	-1	-	2325	Adenylate cyclase (EC 4.6.1.1) / Guanylate cyclase (EC 4.6.1.2)	cAMP signaling in bacteria	 	 
fig|1873.143.peg.5253	CDS	O3_1	5351806	5354706	1	+	2901	AAA-ATPase, domain of unknown function, and LuxR DNA-binding domain	- none -	 	 
fig|1873.143.peg.5254	CDS	O3_1	5354834	5355604	2	+	771	hypothetical protein	- none -	 	 
fig|1873.143.peg.5255	CDS	O3_1	5355890	5356291	2	+	402	hypothetical protein	- none -	 	 
fig|1873.143.peg.5256	CDS	O3_1	5356379	5358475	2	+	2097	FIG00817729: hypothetical protein	- none -	 	 
fig|1873.143.peg.5257	CDS	O3_1	5358655	5360211	1	+	1557	Probable extracellular nuclease	- none -	 	 
fig|1873.143.peg.5258	CDS	O3_1	5361264	5360305	-3	-	960	FIG01129245: hypothetical protein	- none -	 	 
fig|1873.143.peg.5259	CDS	O3_1	5361733	5361527	-1	-	207	hypothetical protein	- none -	 	 
fig|1873.143.peg.5260	CDS	O3_1	5361977	5362804	2	+	828	hypothetical protein	- none -	 	 
fig|1873.143.peg.5261	CDS	O3_1	5364099	5362894	-3	-	1206	hypothetical protein	- none -	 	 
fig|1873.143.peg.5262	CDS	O3_1	5365390	5364308	-1	-	1083	hypothetical protein	- none -	 	 
fig|1873.143.peg.5263	CDS	O3_1	5366982	5365633	-3	-	1350	Uncharacterized oxidoreductase	- none -	 	 
fig|1873.143.peg.5264	CDS	O3_1	5367346	5366999	-1	-	348	Polyketide cyclase WhiE VII	Spore pigment biosynthetic cluster in Actinomycetes	 	 
fig|1873.143.peg.5265	CDS	O3_1	5368217	5367438	-2	-	780	Transcriptional regulator	- none -	 	 
fig|1873.143.peg.5266	CDS	O3_1	5368680	5368534	-3	-	147	hypothetical protein	- none -	 	 
fig|1873.143.peg.5267	CDS	O3_1	5368680	5369018	3	+	339	Polyketide cyclase WhiE VII	Spore pigment biosynthetic cluster in Actinomycetes	 	 
fig|1873.143.peg.5268	CDS	O3_1	5369015	5370784	2	+	1770	Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2) / Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2)	Fatty Acid Biosynthesis FASII; <br>Fatty Acid Biosynthesis FASII	 	 
fig|1873.143.peg.5269	CDS	O3_1	5370781	5371494	1	+	714	Biotin carboxyl carrier protein of acetyl-CoA carboxylase	Fatty Acid Biosynthesis FASII	 	 
fig|1873.143.peg.5270	CDS	O3_1	5371514	5372890	2	+	1377	Biotin carboxylase of acetyl-CoA carboxylase (EC 6.3.4.14)	Fatty Acid Biosynthesis FASII	 	 
fig|1873.143.peg.5271	CDS	O3_1	5372887	5373009	1	+	123	hypothetical protein	- none -	 	 
fig|1873.143.peg.5272	CDS	O3_1	5375557	5373992	-1	-	1566	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	Biotin biosynthesis; <br>Fatty acid metabolism cluster	 	 
fig|1873.143.peg.5273	CDS	O3_1	5375841	5377148	3	+	1308	putative secreted protein	- none -	 	 
fig|1873.143.peg.5274	CDS	O3_1	5377216	5378427	1	+	1212	Putative cytochrome P450 hydroxylase	- none -	 	 
fig|1873.143.peg.5275	CDS	O3_1	5378437	5379459	1	+	1023	Lipase/esterase	- none -	 	 
fig|1873.143.peg.5276	CDS	O3_1	5379452	5380561	2	+	1110	(S)-2-hydroxy-acid oxidase (EC 1.1.3.15)	Glycolate, glyoxylate interconversions	 	 
fig|1873.143.peg.5277	CDS	O3_1	5380565	5381905	2	+	1341	Putative aminotransferase	- none -	 	 
fig|1873.143.peg.5278	CDS	O3_1	5381973	5382233	3	+	261	hypothetical protein	- none -	 	 
fig|1873.143.peg.5279	CDS	O3_1	5383696	5382260	-1	-	1437	Serine hydroxymethyltransferase (EC 2.1.2.1)	5-FCL-like protein; <br>Glycine Biosynthesis; <br>Glycine and Serine Utilization; <br>Serine Biosynthesis	 	 
fig|1873.143.peg.5280	CDS	O3_1	5384157	5383810	-3	-	348	hypothetical protein	- none -	 	 
fig|1873.143.peg.5281	CDS	O3_1	5384167	5384760	1	+	594	hypothetical protein	- none -	 	 
fig|1873.143.peg.5282	CDS	O3_1	5385324	5384824	-3	-	501	Repair of Iron Centers di-iron protein	- none -	 	 
fig|1873.143.peg.5283	CDS	O3_1	5386896	5385436	-3	-	1461	secreted subtilisin-like protease	- none -	 	 
fig|1873.143.peg.5284	CDS	O3_1	5387911	5387042	-1	-	870	Uncharacterized domain / ADP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.136)	- none -	 	 
fig|1873.143.peg.5285	CDS	O3_1	5388626	5387895	-2	-	732	Uncharacterized domain / ADP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.136)	- none -	 	 
fig|1873.143.peg.5286	CDS	O3_1	5388752	5388991	2	+	240	hypothetical protein	- none -	 	 
fig|1873.143.peg.5287	CDS	O3_1	5389246	5389572	1	+	327	hypothetical protein	- none -	 	 
fig|1873.143.peg.5288	CDS	O3_1	5389649	5390620	2	+	972	ATP-dependent DNA ligase (EC 6.5.1.1)	DNA Repair Base Excision; <br>DNA ligases	 	 
fig|1873.143.peg.5289	CDS	O3_1	5391139	5390633	-1	-	507	Transcriptional regulator, AsnC family	- none -	 	 
fig|1873.143.peg.5290	CDS	O3_1	5391247	5392413	1	+	1167	Branched-chain alpha-keto acid dehydrogenase, E1 component, alpha subunit (EC 1.2.4.4)	Dehydrogenase complexes; <br>Isoleucine degradation; <br>Valine degradation	 	 
fig|1873.143.peg.5291	CDS	O3_1	5392413	5393426	3	+	1014	Branched-chain alpha-keto acid dehydrogenase, E1 component, beta subunit (EC 1.2.4.4)	Dehydrogenase complexes; <br>Isoleucine degradation; <br>Valine degradation	 	 
fig|1873.143.peg.5292	CDS	O3_1	5393423	5394850	2	+	1428	Dihydrolipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex (EC 2.3.1.168)	Dehydrogenase complexes; <br>Isoleucine degradation; <br>Valine degradation	 	 
fig|1873.143.peg.5293	CDS	O3_1	5394956	5396632	2	+	1677	hypothetical protein	- none -	 	 
fig|1873.143.peg.5294	CDS	O3_1	5398785	5396680	-3	-	2106	Cytochrome c551/c552	Soluble cytochromes and functionally related electron carriers	 	 
fig|1873.143.peg.5295	CDS	O3_1	5399767	5398811	-1	-	957	Sugar phosphate isomerases/epimerases	- none -	 	 
fig|1873.143.peg.5296	CDS	O3_1	5400343	5401614	1	+	1272	L,D-transpeptidase	- none -	 	 
fig|1873.143.peg.5297	CDS	O3_1	5402692	5401673	-1	-	1020	FIG00816578: hypothetical protein	- none -	 	 
fig|1873.143.peg.5298	CDS	O3_1	5402920	5403378	1	+	459	anti-sigma-factor antagonist	- none -	 	 
fig|1873.143.peg.5299	CDS	O3_1	5403801	5403421	-3	-	381	FK506-binding protein (Peptidyl-prolyl cis-trans isomerase) (PPIase) (EC 5.2.1.8) (Rotamase)	- none -	 	 
fig|1873.143.peg.5300	CDS	O3_1	5404083	5404970	3	+	888	Integral membrane protein TerC	- none -	 	 
fig|1873.143.peg.5301	CDS	O3_1	5405756	5405031	-2	-	726	ABC-type Fe3+-hydroxamate transport system, periplasmic component	- none -	 	 
fig|1873.143.peg.5302	CDS	O3_1	5406384	5405824	-3	-	561	hypothetical protein	- none -	 	 
fig|1873.143.peg.5303	CDS	O3_1	5406905	5406381	-2	-	525	hypothetical protein	- none -	 	 
fig|1873.143.peg.5304	CDS	O3_1	5407277	5406942	-2	-	336	hypothetical protein	- none -	 	 
fig|1873.143.peg.5305	CDS	O3_1	5407462	5407274	-1	-	189	hypothetical protein	- none -	 	 
fig|1873.143.peg.5306	CDS	O3_1	5407563	5408357	3	+	795	hypothetical protein	- none -	 	 
fig|1873.143.peg.5307	CDS	O3_1	5409518	5408388	-2	-	1131	hypothetical protein	- none -	 	 
fig|1873.143.peg.5308	CDS	O3_1	5409702	5410592	3	+	891	hypothetical protein	- none -	 	 
fig|1873.143.peg.5309	CDS	O3_1	5410884	5412191	3	+	1308	Chitinase (EC 3.2.1.14)	Chitin and N-acetylglucosamine utilization	 	 
fig|1873.143.peg.5310	CDS	O3_1	5412304	5412828	1	+	525	Protein of unknown function DUF664	- none -	 	 
fig|1873.143.peg.5311	CDS	O3_1	5413264	5412926	-1	-	339	Histone protein Lsr2	- none -	 	 
fig|1873.143.peg.5312	CDS	O3_1	5414060	5413419	-2	-	642	Two-component transcriptional response regulator, LuxR family	- none -	 	 
fig|1873.143.peg.5313	CDS	O3_1	5414126	5414857	2	+	732	hypothetical protein	- none -	 	 
fig|1873.143.peg.5314	CDS	O3_1	5414942	5415811	2	+	870	Manganese catalase (EC 1.11.1.6)	- none -	 	 
fig|1873.143.peg.5315	CDS	O3_1	5415882	5416994	3	+	1113	Manganese transport protein MntX	- none -	 	 
fig|1873.143.peg.5316	CDS	O3_1	5417046	5417330	3	+	285	hypothetical protein	- none -	 	 
fig|1873.143.peg.5317	CDS	O3_1	5417369	5419705	2	+	2337	ATP-dependent protease La (EC 3.4.21.53) Type I	Proteolysis in bacteria, ATP-dependent	 	 
fig|1873.143.peg.5318	CDS	O3_1	5420389	5419811	-1	-	579	Transcriptional regulator, MarR family	- none -	 	 
fig|1873.143.peg.5319	CDS	O3_1	5420495	5420866	2	+	372	Integral membrane protein	- none -	 	 
fig|1873.143.peg.5320	CDS	O3_1	5422639	5420915	-1	-	1725	DEAD-box ATP-dependent RNA helicase DeaD (= CshA) (EC 3.6.4.13)	- none -	 	 
fig|1873.143.peg.5321	CDS	O3_1	5423739	5422828	-3	-	912	hypothetical protein	- none -	 	 
fig|1873.143.peg.5322	CDS	O3_1	5423871	5425025	3	+	1155	Two-component system sensor histidine kinase	- none -	 	 
fig|1873.143.peg.5323	CDS	O3_1	5425022	5425627	2	+	606	Two-component transcriptional response regulator, LuxR family	- none -	 	 
fig|1873.143.peg.5324	CDS	O3_1	5425800	5425681	-3	-	120	hypothetical protein	- none -	 	 
fig|1873.143.peg.5325	CDS	O3_1	5426586	5426434	-3	-	153	hypothetical protein	- none -	 	 
fig|1873.143.peg.5326	CDS	O3_1	5427064	5427660	1	+	597	hypothetical protein	- none -	 	 
fig|1873.143.peg.5327	CDS	O3_1	5427650	5430058	2	+	2409	DEAD/DEAH box helicase domain protein	- none -	 	 
fig|1873.143.peg.5328	CDS	O3_1	5430084	5432678	3	+	2595	Formate dehydrogenase O alpha subunit (EC 1.2.1.2)	- none -	 	 
fig|1873.143.peg.5329	CDS	O3_1	5432668	5433807	1	+	1140	Formate dehydrogenase O beta subunit (EC 1.2.1.2)	- none -	 	 
fig|1873.143.peg.5330	CDS	O3_1	5433804	5435147	3	+	1344	Formate dehydrogenase O putative subunit	- none -	 	 
fig|1873.143.peg.5331	CDS	O3_1	5435304	5436605	3	+	1302	L-seryl-tRNA(Sec) selenium transferase (EC 2.9.1.1)	Selenocysteine metabolism	 	 
fig|1873.143.peg.5332	CDS	O3_1	5436608	5438362	2	+	1755	Selenocysteine-specific translation elongation factor	Selenocysteine metabolism	 	 
fig|1873.143.peg.5333	CDS	O3_1	5438409	5439239	3	+	831	hypothetical protein	- none -	 	 
fig|1873.143.peg.5334	CDS	O3_1	5439288	5439485	3	+	198	hypothetical protein	- none -	 	 
fig|1873.143.peg.5335	CDS	O3_1	5439580	5440857	1	+	1278	Hemolysins and related proteins containing CBS domains	- none -	 	 
fig|1873.143.peg.5336	CDS	O3_1	5440950	5441144	3	+	195	hypothetical protein	- none -	 	 
fig|1873.143.peg.5337	CDS	O3_1	5441803	5441150	-1	-	654	hypothetical protein	- none -	 	 
fig|1873.143.peg.5338	CDS	O3_1	5441933	5442133	2	+	201	hypothetical protein	- none -	 	 
fig|1873.143.peg.5339	CDS	O3_1	5442606	5442130	-3	-	477	hypothetical protein	- none -	 	 
fig|1873.143.peg.5340	CDS	O3_1	5442815	5442603	-2	-	213	phosphatidylethanolamine-binding protein	- none -	 	 
fig|1873.143.peg.5341	CDS	O3_1	5443754	5442888	-2	-	867	Universal stress protein family	- none -	 	 
fig|1873.143.peg.5342	CDS	O3_1	5443871	5444617	2	+	747	hypothetical protein	- none -	 	 
fig|1873.143.peg.5343	CDS	O3_1	5444718	5445896	3	+	1179	magnesium or manganese-dependent protein phosphatase	- none -	 	 
fig|1873.143.peg.5344	CDS	O3_1	5445893	5446417	2	+	525	Transcriptional regulator, MarR family	- none -	 	 
fig|1873.143.peg.5345	CDS	O3_1	5446710	5447351	3	+	642	Cardiolipin synthase (CMP-forming), eukaryotic type Cls-II (EC 2.7.8.41)	- none -	 	 
fig|1873.143.peg.5346	CDS	O3_1	5447348	5448289	2	+	942	FIG030330: hypothetical protein	- none -	 	 
fig|1873.143.peg.5347	CDS	O3_1	5448286	5448618	1	+	333	Small basic protein Sbp	- none -	 	 
fig|1873.143.peg.5348	CDS	O3_1	5448630	5449640	3	+	1011	Uncharacterized protein YlxW	- none -	 	 
fig|1873.143.peg.5349	CDS	O3_1	5449701	5450081	3	+	381	Glycine cleavage system H protein	Glycine and Serine Utilization; <br>Glycine cleavage system	 	 
fig|1873.143.peg.5350	CDS	O3_1	5450296	5450748	1	+	453	Glycogen accumulation regulator GarA	- none -	 	 
fig|1873.143.peg.5351	CDS	O3_1	5450745	5451500	3	+	756	FIG00817694: hypothetical protein	- none -	 	 
fig|1873.143.peg.5352	CDS	O3_1	5451682	5452146	1	+	465	hypothetical protein	- none -	 	 
fig|1873.143.peg.5353	CDS	O3_1	5452363	5452959	1	+	597	Transcriptional regulator	- none -	 	 
fig|1873.143.peg.5354	CDS	O3_1	5453385	5454566	3	+	1182	Nitric oxide synthase oxygenase (EC 1.-.-.-)	- none -	 	 
fig|1873.143.peg.5355	CDS	O3_1	5454572	5455801	2	+	1230	Flavohemoglobin / Nitric oxide dioxygenase (EC 1.14.12.17)	- none -	 	 
fig|1873.143.peg.5356	CDS	O3_1	5455798	5456451	1	+	654	hypothetical protein	- none -	 	 
fig|1873.143.peg.5357	CDS	O3_1	5456635	5457528	1	+	894	NAD-dependent protein deacetylase of SIR2 family	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	 	 
fig|1873.143.peg.5358	CDS	O3_1	5457760	5460582	1	+	2823	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P protein) (EC 1.4.4.2)	Glycine and Serine Utilization; <br>Glycine cleavage system	 	 
fig|1873.143.peg.5359	CDS	O3_1	5460907	5460707	-1	-	201	hypothetical protein	- none -	 	 
fig|1873.143.peg.5360	CDS	O3_1	5461031	5462086	2	+	1056	Para-aminobenzoate synthase, aminase component (EC 2.6.1.85)	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Folate Biosynthesis; <br>Tryptophan synthesis	 	 
fig|1873.143.peg.5361	CDS	O3_1	5462118	5462627	3	+	510	Peptide deformylase (EC 3.5.1.88)	Translation termination factors bacterial	 	 
fig|1873.143.peg.5362	CDS	O3_1	5463404	5462631	-2	-	774	Acetyltransferase	- none -	 	 
fig|1873.143.peg.5363	CDS	O3_1	5464132	5463404	-1	-	729	putative membrane protein	- none -	 	 
fig|1873.143.peg.5364	CDS	O3_1	5464238	5465410	2	+	1173	Two-component system sensor histidine kinase	- none -	 	 
fig|1873.143.peg.5365	CDS	O3_1	5465407	5466069	1	+	663	Two-component transcriptional response regulator, LuxR family	- none -	 	 
fig|1873.143.peg.5366	CDS	O3_1	5466530	5466117	-2	-	414	hypothetical protein	- none -	 	 
fig|1873.143.peg.5367	CDS	O3_1	5466815	5466570	-2	-	246	hypothetical protein	- none -	 	 
fig|1873.143.peg.5368	CDS	O3_1	5466868	5467647	1	+	780	putative secreted protein	- none -	 	 
fig|1873.143.peg.5369	CDS	O3_1	5467789	5469765	1	+	1977	carboxypeptidase	- none -	 	 
fig|1873.143.peg.5370	CDS	O3_1	5469830	5470465	2	+	636	hypothetical protein	- none -	 	 
fig|1873.143.peg.5371	CDS	O3_1	5470980	5470555	-3	-	426	hypothetical protein	- none -	 	 
fig|1873.143.peg.5372	CDS	O3_1	5471090	5471983	2	+	894	MBL-fold metallo-hydrolase superfamily	- none -	 	 
fig|1873.143.peg.5373	CDS	O3_1	5472078	5473055	3	+	978	Oxidoreductase, aldo/keto reductase family	- none -	 	 
fig|1873.143.peg.5374	CDS	O3_1	5473209	5473349	3	+	141	hypothetical protein	- none -	 	 
fig|1873.143.peg.5375	CDS	O3_1	5474304	5473351	-3	-	954	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	Glycine and Serine Utilization; <br>Pyridoxin (Vitamin B6) Biosynthesis; <br>Serine Biosynthesis	 	 
fig|1873.143.peg.5376	CDS	O3_1	5475390	5474341	-3	-	1050	Integrase	- none -	 	 
fig|1873.143.peg.5377	CDS	O3_1	5475486	5475833	3	+	348	hypothetical protein	- none -	 	 
fig|1873.143.peg.5378	CDS	O3_1	5476107	5475892	-3	-	216	hypothetical protein	- none -	 	 
fig|1873.143.peg.5379	CDS	O3_1	5477323	5476184	-1	-	1140	hypothetical protein	- none -	 	 
fig|1873.143.peg.5380	CDS	O3_1	5477767	5477636	-1	-	132	hypothetical protein	- none -	 	 
fig|1873.143.peg.5381	CDS	O3_1	5478761	5477928	-2	-	834	hypothetical protein	- none -	 	 
fig|1873.143.peg.5382	CDS	O3_1	5479197	5479802	3	+	606	hypothetical protein	- none -	 	 
fig|1873.143.peg.5383	CDS	O3_1	5482203	5479804	-3	-	2400	Excinuclease ABC subunit A paralog of unknown function	DNA repair, UvrABC system	 	 
fig|1873.143.peg.5384	CDS	O3_1	5482672	5482223	-1	-	450	Transcriptional regulator, AraC family	- none -	 	 
fig|1873.143.peg.5385	CDS	O3_1	5483713	5482739	-1	-	975	Permease of the drug/metabolite transporter (DMT) superfamily	- none -	 	 
fig|1873.143.peg.5386	CDS	O3_1	5483763	5485133	3	+	1371	Transcriptional regulator, GntR family domain / Aspartate aminotransferase (EC 2.6.1.1)	CBSS-216591.1.peg.168; <br>Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis; <br>Threonine and Homoserine Biosynthesis	 	 
fig|1873.143.peg.5387	CDS	O3_1	5486737	5485142	-1	-	1596	hypothetical protein	- none -	 	 
fig|1873.143.peg.5388	CDS	O3_1	5487046	5488425	1	+	1380	Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	Entner-Doudoroff Pathway; <br>Pentose phosphate pathway	 	 
fig|1873.143.peg.5389	CDS	O3_1	5488601	5490022	2	+	1422	Oxalate/formate antiporter	- none -	 	 
fig|1873.143.peg.5390	CDS	O3_1	5490019	5490138	1	+	120	hypothetical protein	- none -	 	 
fig|1873.143.peg.5391	CDS	O3_1	5491118	5490264	-2	-	855	hypothetical protein	- none -	 	 
fig|1873.143.peg.5392	CDS	O3_1	5491412	5492086	2	+	675	Uridine kinase, type 2 (EC 2.7.1.48)	- none -	 	 
fig|1873.143.peg.5393	CDS	O3_1	5492889	5492158	-3	-	732	hypothetical protein	- none -	 	 
fig|1873.143.peg.5394	CDS	O3_1	5493097	5493456	1	+	360	hypothetical protein	- none -	 	 
fig|1873.143.peg.5395	CDS	O3_1	5493456	5493704	3	+	249	flavin reductase domain protein, FMN-binding	- none -	 	 
fig|1873.143.peg.5396	CDS	O3_1	5494439	5493711	-2	-	729	Oxidoreductase, short-chain dehydrogenase/reductase family	- none -	 	 
fig|1873.143.peg.5397	CDS	O3_1	5494542	5495375	3	+	834	Patatin	- none -	 	 
fig|1873.143.peg.5398	CDS	O3_1	5495422	5495883	1	+	462	Alkyl hydroperoxide reductase subunit C-like protein	Oxidative stress; <br>Thioredoxin-disulfide reductase	 	 
fig|1873.143.peg.5399	CDS	O3_1	5495967	5496653	3	+	687	hypothetical protein	- none -	 	 
fig|1873.143.peg.5400	CDS	O3_1	5496847	5497332	1	+	486	hypothetical protein	- none -	 	 
fig|1873.143.peg.5401	CDS	O3_1	5498645	5497467	-2	-	1179	Acetyltransferase, GNAT family	- none -	 	 
fig|1873.143.peg.5402	CDS	O3_1	5499729	5498731	-3	-	999	Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-)	Terminal cytochrome d ubiquinol oxidases; <br>Terminal cytochrome oxidases	 	 
fig|1873.143.peg.5403	CDS	O3_1	5501178	5499745	-3	-	1434	Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)	Terminal cytochrome d ubiquinol oxidases; <br>Terminal cytochrome oxidases	 	 
fig|1873.143.peg.5404	CDS	O3_1	5501348	5501199	-2	-	150	hypothetical protein	- none -	 	 
fig|1873.143.peg.5405	CDS	O3_1	5501341	5502114	1	+	774	1-acylglycerol-3-phosphate O-acyltransferase	- none -	 	 
